#Reads:	7178582
#Bases:	10623825941
#Max:	67547
#Min:	35
#Avg:	1479.9
#Median:	1290
#Mode:	1170
#Std_Dev:	1006.4
#Read Length Histogram:
#Length	reads	pct_reads	cum_reads	cum_pct_reads	bases	pct_bases	cum_bases	cum_pct_bases
7300	77	0.001%	17464	0.243%	562409	0.005%	193685679	1.823%
7310	91	0.001%	17387	0.242%	665634	0.006%	193123270	1.818%
7320	79	0.001%	17296	0.241%	578628	0.005%	192457636	1.812%
7330	68	0.001%	17217	0.240%	498739	0.005%	191879008	1.806%
7340	73	0.001%	17149	0.239%	536136	0.005%	191380269	1.801%
7350	75	0.001%	17076	0.238%	551594	0.005%	190844133	1.796%
7360	74	0.001%	17001	0.237%	544984	0.005%	190292539	1.791%
7370	74	0.001%	16927	0.236%	545700	0.005%	189747555	1.786%
7380	65	0.001%	16853	0.235%	480050	0.005%	189201855	1.781%
7390	81	0.001%	16788	0.234%	598993	0.006%	188721805	1.776%
7400	77	0.001%	16707	0.233%	570144	0.005%	188122812	1.771%
7410	74	0.001%	16630	0.232%	548650	0.005%	187552668	1.765%
7420	81	0.001%	16556	0.231%	601389	0.006%	187004018	1.760%
7430	80	0.001%	16475	0.230%	594780	0.006%	186402629	1.755%
7440	81	0.001%	16395	0.228%	602988	0.006%	185807849	1.749%
7450	73	0.001%	16314	0.227%	544173	0.005%	185204861	1.743%
7460	62	0.001%	16241	0.226%	462825	0.004%	184660688	1.738%
7470	78	0.001%	16179	0.225%	583015	0.005%	184197863	1.734%
7480	54	0.001%	16101	0.224%	404121	0.004%	183614848	1.728%
7490	76	0.001%	16047	0.224%	569573	0.005%	183210727	1.725%
7500	66	0.001%	15971	0.222%	495280	0.005%	182641154	1.719%
7510	63	0.001%	15905	0.222%	473431	0.004%	182145874	1.715%
7520	79	0.001%	15842	0.221%	594419	0.006%	181672443	1.710%
7530	65	0.001%	15763	0.220%	489758	0.005%	181078024	1.704%
7540	78	0.001%	15698	0.219%	588484	0.006%	180588266	1.700%
7550	84	0.001%	15620	0.218%	634604	0.006%	179999782	1.694%
7560	60	0.001%	15536	0.216%	453872	0.004%	179365178	1.688%
7570	71	0.001%	15476	0.216%	537782	0.005%	178911306	1.684%
7580	69	0.001%	15405	0.215%	523348	0.005%	178373524	1.679%
7590	75	0.001%	15336	0.214%	569618	0.005%	177850176	1.674%
7600	66	0.001%	15261	0.213%	501895	0.005%	177280558	1.669%
7610	83	0.001%	15195	0.212%	631951	0.006%	176778663	1.664%
7620	67	0.001%	15112	0.211%	510842	0.005%	176146712	1.658%
7630	58	0.001%	15045	0.210%	442790	0.004%	175635870	1.653%
7640	58	0.001%	14987	0.209%	443363	0.004%	175193080	1.649%
7650	50	0.001%	14929	0.208%	382730	0.004%	174749717	1.645%
7660	72	0.001%	14879	0.207%	551851	0.005%	174366987	1.641%
7670	54	0.001%	14807	0.206%	414459	0.004%	173815136	1.636%
7680	68	0.001%	14753	0.206%	522502	0.005%	173400677	1.632%
7690	55	0.001%	14685	0.205%	423199	0.004%	172878175	1.627%
7700	63	0.001%	14630	0.204%	485374	0.005%	172454976	1.623%
7710	59	0.001%	14567	0.203%	455190	0.004%	171969602	1.619%
7720	49	0.001%	14508	0.202%	378486	0.004%	171514412	1.614%
7730	56	0.001%	14459	0.201%	433154	0.004%	171135926	1.611%
7740	68	0.001%	14403	0.201%	526634	0.005%	170702772	1.607%
7750	59	0.001%	14335	0.200%	457505	0.004%	170176138	1.602%
7760	74	0.001%	14276	0.199%	574587	0.005%	169718633	1.598%
7770	74	0.001%	14202	0.198%	575296	0.005%	169144046	1.592%
7780	75	0.001%	14128	0.197%	583834	0.005%	168568750	1.587%
7790	51	0.001%	14053	0.196%	397499	0.004%	167984916	1.581%
7800	58	0.001%	14002	0.195%	452638	0.004%	167587417	1.577%
7810	54	0.001%	13944	0.194%	421985	0.004%	167134779	1.573%
7820	48	0.001%	13890	0.193%	375547	0.004%	166712794	1.569%
7830	74	0.001%	13842	0.193%	579736	0.005%	166337247	1.566%
7840	63	0.001%	13768	0.192%	494190	0.005%	165757511	1.560%
7850	49	0.001%	13705	0.191%	384885	0.004%	165263321	1.556%
7860	50	0.001%	13656	0.190%	393252	0.004%	164878436	1.552%
7870	55	0.001%	13606	0.190%	433093	0.004%	164485184	1.548%
7880	71	0.001%	13551	0.189%	559828	0.005%	164052091	1.544%
7890	46	0.001%	13480	0.188%	363145	0.003%	163492263	1.539%
7900	60	0.001%	13434	0.187%	474271	0.004%	163129118	1.536%
7910	42	0.001%	13374	0.186%	332431	0.003%	162654847	1.531%
7920	56	0.001%	13332	0.186%	443758	0.004%	162322416	1.528%
7930	60	0.001%	13276	0.185%	476087	0.004%	161878658	1.524%
7940	62	0.001%	13216	0.184%	492557	0.005%	161402571	1.519%
7950	65	0.001%	13154	0.183%	517028	0.005%	160910014	1.515%
7960	43	0.001%	13089	0.182%	342480	0.003%	160392986	1.510%
7970	54	0.001%	13046	0.182%	430623	0.004%	160050506	1.507%
7980	52	0.001%	12992	0.181%	415177	0.004%	159619883	1.502%
7990	52	0.001%	12940	0.180%	415735	0.004%	159204706	1.499%
8000	49	0.001%	12888	0.180%	392226	0.004%	158788971	1.495%
8010	58	0.001%	12839	0.179%	464825	0.004%	158396745	1.491%
8020	49	0.001%	12781	0.178%	393231	0.004%	157931920	1.487%
8030	57	0.001%	12732	0.177%	457998	0.004%	157538689	1.483%
8040	60	0.001%	12675	0.177%	482657	0.005%	157080691	1.479%
8050	59	0.001%	12615	0.176%	475222	0.004%	156598034	1.474%
8060	42	0.001%	12556	0.175%	338692	0.003%	156122812	1.470%
8070	48	0.001%	12514	0.174%	387565	0.004%	155784120	1.466%
8080	66	0.001%	12466	0.174%	533589	0.005%	155396555	1.463%
8090	51	0.001%	12400	0.173%	412828	0.004%	154862966	1.458%
8100	50	0.001%	12349	0.172%	405230	0.004%	154450138	1.454%
8110	45	0.001%	12299	0.171%	365154	0.003%	154044908	1.450%
8120	67	0.001%	12254	0.171%	544358	0.005%	153679754	1.447%
8130	47	0.001%	12187	0.170%	382310	0.004%	153135396	1.441%
8140	43	0.001%	12140	0.169%	350207	0.003%	152753086	1.438%
8150	52	0.001%	12097	0.169%	424028	0.004%	152402879	1.435%
8160	64	0.001%	12045	0.168%	522517	0.005%	151978851	1.431%
8170	50	0.001%	11981	0.167%	408712	0.004%	151456334	1.426%
8180	46	0.001%	11931	0.166%	376470	0.004%	151047622	1.422%
8190	47	0.001%	11885	0.166%	385126	0.004%	150671152	1.418%
8200	39	0.001%	11838	0.165%	319978	0.003%	150286026	1.415%
8210	35	0.000%	11799	0.164%	287524	0.003%	149966048	1.412%
8220	38	0.001%	11764	0.164%	312518	0.003%	149678524	1.409%
8230	49	0.001%	11726	0.163%	403486	0.004%	149366006	1.406%
8240	54	0.001%	11677	0.163%	445243	0.004%	148962520	1.402%
8250	38	0.001%	11623	0.162%	313666	0.003%	148517277	1.398%
8260	45	0.001%	11585	0.161%	371900	0.004%	148203611	1.395%
8270	50	0.001%	11540	0.161%	413695	0.004%	147831711	1.392%
8280	52	0.001%	11490	0.160%	430827	0.004%	147418016	1.388%
8290	33	0.000%	11438	0.159%	273721	0.003%	146987189	1.384%
8300	41	0.001%	11405	0.159%	340494	0.003%	146713468	1.381%
8310	38	0.001%	11364	0.158%	315966	0.003%	146372974	1.378%
8320	50	0.001%	11326	0.158%	416238	0.004%	146057008	1.375%
8330	43	0.001%	11276	0.157%	358367	0.003%	145640770	1.371%
8340	44	0.001%	11233	0.156%	367187	0.003%	145282403	1.368%
8350	37	0.001%	11189	0.156%	309098	0.003%	144915216	1.364%
8360	37	0.001%	11152	0.155%	309497	0.003%	144606118	1.361%
8370	35	0.000%	11115	0.155%	293106	0.003%	144296621	1.358%
8380	39	0.001%	11080	0.154%	326991	0.003%	144003515	1.355%
8390	35	0.000%	11041	0.154%	293848	0.003%	143676524	1.352%
8400	31	0.000%	11006	0.153%	260542	0.002%	143382676	1.350%
8410	38	0.001%	10975	0.153%	319786	0.003%	143122134	1.347%
8420	49	0.001%	10937	0.152%	412803	0.004%	142802348	1.344%
8430	50	0.001%	10888	0.152%	421745	0.004%	142389545	1.340%
8440	32	0.000%	10838	0.151%	270199	0.003%	141967800	1.336%
8450	41	0.001%	10806	0.151%	346653	0.003%	141697601	1.334%
8460	31	0.000%	10765	0.150%	262434	0.002%	141350948	1.331%
8470	35	0.000%	10734	0.150%	296616	0.003%	141088514	1.328%
8480	42	0.001%	10699	0.149%	356361	0.003%	140791898	1.325%
8490	42	0.001%	10657	0.148%	356795	0.003%	140435537	1.322%
8500	40	0.001%	10615	0.148%	340165	0.003%	140078742	1.319%
8510	37	0.001%	10575	0.147%	315029	0.003%	139738577	1.315%
8520	38	0.001%	10538	0.147%	323921	0.003%	139423548	1.312%
8530	41	0.001%	10500	0.146%	349919	0.003%	139099627	1.309%
8540	36	0.001%	10459	0.146%	307604	0.003%	138749708	1.306%
8550	21	0.000%	10423	0.145%	179659	0.002%	138442104	1.303%
8560	43	0.001%	10402	0.145%	368284	0.003%	138262445	1.301%
8570	40	0.001%	10359	0.144%	343010	0.003%	137894161	1.298%
8580	35	0.000%	10319	0.144%	300446	0.003%	137551151	1.295%
8590	29	0.000%	10284	0.143%	249261	0.002%	137250705	1.292%
8600	39	0.001%	10255	0.143%	335562	0.003%	137001444	1.290%
8610	36	0.001%	10216	0.142%	310113	0.003%	136665882	1.286%
8620	26	0.000%	10180	0.142%	224238	0.002%	136355769	1.283%
8630	42	0.001%	10154	0.141%	362641	0.003%	136131531	1.281%
8640	26	0.000%	10112	0.141%	224764	0.002%	135768890	1.278%
8650	37	0.001%	10086	0.141%	320217	0.003%	135544126	1.276%
8660	44	0.001%	10049	0.140%	381236	0.004%	135223909	1.273%
8670	28	0.000%	10005	0.139%	242897	0.002%	134842673	1.269%
8680	28	0.000%	9977	0.139%	243173	0.002%	134599776	1.267%
8690	36	0.001%	9949	0.139%	313026	0.003%	134356603	1.265%
8700	27	0.000%	9913	0.138%	235025	0.002%	134043577	1.262%
8710	34	0.000%	9886	0.138%	296292	0.003%	133808552	1.260%
8720	31	0.000%	9852	0.137%	270442	0.003%	133512260	1.257%
8730	42	0.001%	9821	0.137%	366854	0.003%	133241818	1.254%
8740	36	0.001%	9779	0.136%	314820	0.003%	132874964	1.251%
8750	41	0.001%	9743	0.136%	358966	0.003%	132560144	1.248%
8760	42	0.001%	9702	0.135%	368121	0.003%	132201178	1.244%
8770	27	0.000%	9660	0.135%	236900	0.002%	131833057	1.241%
8780	35	0.000%	9633	0.134%	307443	0.003%	131596157	1.239%
8790	38	0.001%	9598	0.134%	334195	0.003%	131288714	1.236%
8800	27	0.000%	9560	0.133%	237720	0.002%	130954519	1.233%
8810	30	0.000%	9533	0.133%	264439	0.002%	130716799	1.230%
8820	38	0.001%	9503	0.132%	335316	0.003%	130452360	1.228%
8830	31	0.000%	9465	0.132%	273857	0.003%	130117044	1.225%
8840	27	0.000%	9434	0.131%	238803	0.002%	129843187	1.222%
8850	24	0.000%	9407	0.131%	212492	0.002%	129604384	1.220%
8860	30	0.000%	9383	0.131%	265945	0.003%	129391892	1.218%
8870	29	0.000%	9353	0.130%	257372	0.002%	129125947	1.215%
8880	39	0.001%	9324	0.130%	346484	0.003%	128868575	1.213%
8890	34	0.000%	9285	0.129%	302396	0.003%	128522091	1.210%
8900	30	0.000%	9251	0.129%	267117	0.003%	128219695	1.207%
8910	25	0.000%	9221	0.128%	222865	0.002%	127952578	1.204%
8920	29	0.000%	9196	0.128%	258811	0.002%	127729713	1.202%
8930	36	0.001%	9167	0.128%	321637	0.003%	127470902	1.200%
8940	30	0.000%	9131	0.127%	268334	0.003%	127149265	1.197%
8950	35	0.000%	9101	0.127%	313397	0.003%	126880931	1.194%
8960	28	0.000%	9066	0.126%	251020	0.002%	126567534	1.191%
8970	30	0.000%	9038	0.126%	269236	0.003%	126316514	1.189%
8980	37	0.001%	9008	0.125%	332455	0.003%	126047278	1.186%
8990	23	0.000%	8971	0.125%	206886	0.002%	125714823	1.183%
9000	25	0.000%	8948	0.125%	225076	0.002%	125507937	1.181%
9010	31	0.000%	8923	0.124%	279445	0.003%	125282861	1.179%
9020	31	0.000%	8892	0.124%	279776	0.003%	125003416	1.177%
9030	27	0.000%	8861	0.123%	243947	0.002%	124723640	1.174%
9040	24	0.000%	8834	0.123%	217054	0.002%	124479693	1.172%
9050	26	0.000%	8810	0.123%	235415	0.002%	124262639	1.170%
9060	34	0.000%	8784	0.122%	308219	0.003%	124027224	1.167%
9070	27	0.000%	8750	0.122%	245006	0.002%	123719005	1.165%
9080	21	0.000%	8723	0.122%	190783	0.002%	123473999	1.162%
9090	33	0.000%	8702	0.121%	300118	0.003%	123283216	1.160%
9100	31	0.000%	8669	0.121%	282249	0.003%	122983098	1.158%
9110	24	0.000%	8638	0.120%	218736	0.002%	122700849	1.155%
9120	28	0.000%	8614	0.120%	255522	0.002%	122482113	1.153%
9130	22	0.000%	8586	0.120%	200955	0.002%	122226591	1.150%
9140	24	0.000%	8564	0.119%	219456	0.002%	122025636	1.149%
9150	34	0.000%	8540	0.119%	311263	0.003%	121806180	1.147%
9160	29	0.000%	8506	0.118%	265788	0.003%	121494917	1.144%
9170	25	0.000%	8477	0.118%	229334	0.002%	121229129	1.141%
9180	35	0.000%	8452	0.118%	321428	0.003%	120999795	1.139%
9190	31	0.000%	8417	0.117%	285048	0.003%	120678367	1.136%
9200	25	0.000%	8386	0.117%	230101	0.002%	120393319	1.133%
9210	31	0.000%	8361	0.116%	285659	0.003%	120163218	1.131%
9220	32	0.000%	8330	0.116%	295193	0.003%	119877559	1.128%
9230	26	0.000%	8298	0.116%	240100	0.002%	119582366	1.126%
9240	40	0.001%	8272	0.115%	369789	0.003%	119342266	1.123%
9250	22	0.000%	8232	0.115%	203593	0.002%	118972477	1.120%
9260	36	0.001%	8210	0.114%	333503	0.003%	118768884	1.118%
9270	23	0.000%	8174	0.114%	213320	0.002%	118435381	1.115%
9280	16	0.000%	8151	0.114%	148565	0.001%	118222061	1.113%
9290	29	0.000%	8135	0.113%	269543	0.003%	118073496	1.111%
9300	31	0.000%	8106	0.113%	288448	0.003%	117803953	1.109%
9310	36	0.001%	8075	0.112%	335287	0.003%	117515505	1.106%
9320	19	0.000%	8039	0.112%	177144	0.002%	117180218	1.103%
9330	30	0.000%	8020	0.112%	280032	0.003%	117003074	1.101%
9340	21	0.000%	7990	0.111%	196244	0.002%	116723042	1.099%
9350	18	0.000%	7969	0.111%	168392	0.002%	116526798	1.097%
9360	18	0.000%	7951	0.111%	168583	0.002%	116358406	1.095%
9370	22	0.000%	7933	0.111%	206241	0.002%	116189823	1.094%
9380	28	0.000%	7911	0.110%	262769	0.002%	115983582	1.092%
9390	24	0.000%	7883	0.110%	225471	0.002%	115720813	1.089%
9400	21	0.000%	7859	0.109%	197500	0.002%	115495342	1.087%
9410	30	0.000%	7838	0.109%	282446	0.003%	115297842	1.085%
9420	17	0.000%	7808	0.109%	160221	0.002%	115015396	1.083%
9430	25	0.000%	7791	0.109%	235874	0.002%	114855175	1.081%
9440	22	0.000%	7766	0.108%	207784	0.002%	114619301	1.079%
9450	26	0.000%	7744	0.108%	245814	0.002%	114411517	1.077%
9460	29	0.000%	7718	0.108%	274479	0.003%	114165703	1.075%
9470	20	0.000%	7689	0.107%	189480	0.002%	113891224	1.072%
9480	32	0.000%	7669	0.107%	303523	0.003%	113701744	1.070%
9490	19	0.000%	7637	0.106%	180425	0.002%	113398221	1.067%
9500	11	0.000%	7618	0.106%	104546	0.001%	113217796	1.066%
9510	22	0.000%	7607	0.106%	209306	0.002%	113113250	1.065%
9520	28	0.000%	7585	0.106%	266700	0.003%	112903944	1.063%
9530	28	0.000%	7557	0.105%	266959	0.003%	112637244	1.060%
9540	22	0.000%	7529	0.105%	209971	0.002%	112370285	1.058%
9550	22	0.000%	7507	0.105%	210195	0.002%	112160314	1.056%
9560	17	0.000%	7485	0.104%	162601	0.002%	111950119	1.054%
9570	19	0.000%	7468	0.104%	181918	0.002%	111787518	1.052%
9580	23	0.000%	7449	0.104%	220428	0.002%	111605600	1.051%
9590	23	0.000%	7426	0.103%	220690	0.002%	111385172	1.048%
9600	17	0.000%	7403	0.103%	163302	0.002%	111164482	1.046%
9610	24	0.000%	7386	0.103%	230765	0.002%	111001180	1.045%
9620	26	0.000%	7362	0.103%	250240	0.002%	110770415	1.043%
9630	26	0.000%	7336	0.102%	250479	0.002%	110520175	1.040%
9640	16	0.000%	7310	0.102%	154316	0.001%	110269696	1.038%
9650	24	0.000%	7294	0.102%	231698	0.002%	110115380	1.036%
9660	21	0.000%	7270	0.101%	202963	0.002%	109883682	1.034%
9670	22	0.000%	7249	0.101%	212838	0.002%	109680719	1.032%
9680	21	0.000%	7227	0.101%	203385	0.002%	109467881	1.030%
9690	15	0.000%	7206	0.100%	145402	0.001%	109264496	1.028%
9700	26	0.000%	7191	0.100%	252307	0.002%	109119094	1.027%
9710	20	0.000%	7165	0.100%	194288	0.002%	108866787	1.025%
9720	13	0.000%	7145	0.100%	126438	0.001%	108672499	1.023%
9730	21	0.000%	7132	0.099%	204409	0.002%	108546061	1.022%
9740	13	0.000%	7111	0.099%	126664	0.001%	108341652	1.020%
9750	21	0.000%	7098	0.099%	204856	0.002%	108214988	1.019%
9760	20	0.000%	7077	0.099%	195314	0.002%	108010132	1.017%
9770	26	0.000%	7057	0.098%	254130	0.002%	107814818	1.015%
9780	26	0.000%	7031	0.098%	254363	0.002%	107560688	1.012%
9790	24	0.000%	7005	0.098%	235074	0.002%	107306325	1.010%
9800	20	0.000%	6981	0.097%	196083	0.002%	107071251	1.008%
9810	26	0.000%	6961	0.097%	255203	0.002%	106875168	1.006%
9820	16	0.000%	6935	0.097%	157191	0.001%	106619965	1.004%
9830	17	0.000%	6919	0.096%	167208	0.002%	106462774	1.002%
9840	17	0.000%	6902	0.096%	167359	0.002%	106295566	1.001%
9850	25	0.000%	6885	0.096%	246338	0.002%	106128207	0.999%
9860	22	0.000%	6860	0.096%	217010	0.002%	105881869	0.997%
9870	27	0.000%	6838	0.095%	266595	0.003%	105664859	0.995%
9880	27	0.000%	6811	0.095%	266883	0.003%	105398264	0.992%
9890	13	0.000%	6784	0.095%	128640	0.001%	105131381	0.990%
9900	17	0.000%	6771	0.094%	168360	0.002%	105002741	0.988%
9910	13	0.000%	6754	0.094%	128896	0.001%	104834381	0.987%
9920	18	0.000%	6741	0.094%	178653	0.002%	104705485	0.986%
9930	21	0.000%	6723	0.094%	208624	0.002%	104526832	0.984%
9940	18	0.000%	6702	0.093%	179002	0.002%	104318208	0.982%
9950	19	0.000%	6684	0.093%	189132	0.002%	104139206	0.980%
9960	18	0.000%	6665	0.093%	179362	0.002%	103950074	0.978%
9970	17	0.000%	6647	0.093%	169579	0.002%	103770712	0.977%
9980	18	0.000%	6630	0.092%	179712	0.002%	103601133	0.975%
9990	24	0.000%	6612	0.092%	239857	0.002%	103421421	0.973%
10000	20	0.000%	6588	0.092%	200104	0.002%	103181564	0.971%
10010	14	0.000%	6568	0.091%	140198	0.001%	102981460	0.969%
10020	16	0.000%	6554	0.091%	160392	0.002%	102841262	0.968%
10030	19	0.000%	6538	0.091%	190662	0.002%	102680870	0.967%
10040	25	0.000%	6519	0.091%	251110	0.002%	102490208	0.965%
10050	7	0.000%	6494	0.090%	70394	0.001%	102239098	0.962%
10060	5	0.000%	6487	0.090%	50329	0.000%	102168704	0.962%
10070	26	0.000%	6482	0.090%	261945	0.002%	102118375	0.961%
10080	19	0.000%	6456	0.090%	191602	0.002%	101856430	0.959%
10090	13	0.000%	6437	0.090%	131210	0.001%	101664828	0.957%
10100	16	0.000%	6424	0.089%	161663	0.002%	101533618	0.956%
10110	25	0.000%	6408	0.089%	252854	0.002%	101371955	0.954%
10120	23	0.000%	6383	0.089%	232871	0.002%	101119101	0.952%
10130	24	0.000%	6360	0.089%	243211	0.002%	100886230	0.950%
10140	16	0.000%	6336	0.088%	162313	0.002%	100643019	0.947%
10150	27	0.000%	6320	0.088%	274205	0.003%	100480706	0.946%
10160	18	0.000%	6293	0.088%	182971	0.002%	100206501	0.943%
10170	18	0.000%	6275	0.087%	183128	0.002%	100023530	0.942%
10180	10	0.000%	6257	0.087%	101841	0.001%	99840402	0.940%
10190	16	0.000%	6247	0.087%	163102	0.002%	99738561	0.939%
10200	21	0.000%	6231	0.087%	214293	0.002%	99575459	0.937%
10210	19	0.000%	6210	0.087%	194074	0.002%	99361166	0.935%
10220	18	0.000%	6191	0.086%	184077	0.002%	99167092	0.933%
10230	18	0.000%	6173	0.086%	184217	0.002%	98983015	0.932%
10240	9	0.000%	6155	0.086%	92189	0.001%	98798798	0.930%
10250	11	0.000%	6146	0.086%	112810	0.001%	98706609	0.929%
10260	13	0.000%	6135	0.085%	133427	0.001%	98593799	0.928%
10270	17	0.000%	6122	0.085%	174665	0.002%	98460372	0.927%
10280	17	0.000%	6105	0.085%	174823	0.002%	98285707	0.925%
10290	19	0.000%	6088	0.085%	195609	0.002%	98110884	0.923%
10300	15	0.000%	6069	0.085%	154588	0.001%	97915275	0.922%
10310	21	0.000%	6054	0.084%	216618	0.002%	97760687	0.920%
10320	13	0.000%	6033	0.084%	134222	0.001%	97544069	0.918%
10330	17	0.000%	6020	0.084%	175711	0.002%	97409847	0.917%
10340	13	0.000%	6003	0.084%	134480	0.001%	97234136	0.915%
10350	16	0.000%	5990	0.083%	165672	0.002%	97099656	0.914%
10360	19	0.000%	5974	0.083%	196915	0.002%	96933984	0.912%
10370	16	0.000%	5955	0.083%	165998	0.002%	96737069	0.911%
10380	17	0.000%	5939	0.083%	176528	0.002%	96571071	0.909%
10390	11	0.000%	5922	0.082%	114317	0.001%	96394543	0.907%
10400	20	0.000%	5911	0.082%	208083	0.002%	96280226	0.906%
10410	20	0.000%	5891	0.082%	208288	0.002%	96072143	0.904%
10420	16	0.000%	5871	0.082%	166792	0.002%	95863855	0.902%
10430	18	0.000%	5855	0.082%	187808	0.002%	95697063	0.901%
10440	19	0.000%	5837	0.081%	198426	0.002%	95509255	0.899%
10450	15	0.000%	5818	0.081%	156828	0.001%	95310829	0.897%
10460	11	0.000%	5803	0.081%	115112	0.001%	95154001	0.896%
10470	10	0.000%	5792	0.081%	104744	0.001%	95038889	0.895%
10480	14	0.000%	5782	0.081%	146776	0.001%	94934145	0.894%
10490	8	0.000%	5768	0.080%	83964	0.001%	94787369	0.892%
10500	14	0.000%	5760	0.080%	147070	0.001%	94703405	0.891%
10510	11	0.000%	5746	0.080%	115683	0.001%	94556335	0.890%
10520	15	0.000%	5735	0.080%	157868	0.001%	94440652	0.889%
10530	13	0.000%	5720	0.080%	136951	0.001%	94282784	0.887%
10540	12	0.000%	5707	0.080%	126530	0.001%	94145833	0.886%
10550	14	0.000%	5695	0.079%	147760	0.001%	94019303	0.885%
10560	16	0.000%	5681	0.079%	169039	0.002%	93871543	0.884%
10570	18	0.000%	5665	0.079%	190335	0.002%	93702504	0.882%
10580	9	0.000%	5647	0.079%	95249	0.001%	93512169	0.880%
10590	9	0.000%	5638	0.079%	95352	0.001%	93416920	0.879%
10600	20	0.000%	5629	0.078%	212083	0.002%	93321568	0.878%
10610	20	0.000%	5609	0.078%	212271	0.002%	93109485	0.876%
10620	12	0.000%	5589	0.078%	127500	0.001%	92897214	0.874%
10630	13	0.000%	5577	0.078%	138247	0.001%	92769714	0.873%
10640	17	0.000%	5564	0.078%	180939	0.002%	92631467	0.872%
10650	12	0.000%	5547	0.077%	127849	0.001%	92450528	0.870%
10660	17	0.000%	5535	0.077%	181319	0.002%	92322679	0.869%
10670	12	0.000%	5518	0.077%	128074	0.001%	92141360	0.867%
10680	17	0.000%	5506	0.077%	181604	0.002%	92013286	0.866%
10690	14	0.000%	5489	0.076%	149716	0.001%	91831682	0.864%
10700	5	0.000%	5475	0.076%	53523	0.001%	91681966	0.863%
10710	16	0.000%	5470	0.076%	171439	0.002%	91628443	0.862%
10720	12	0.000%	5454	0.076%	128704	0.001%	91457004	0.861%
10730	12	0.000%	5442	0.076%	128819	0.001%	91328300	0.860%
10740	13	0.000%	5430	0.076%	139678	0.001%	91199481	0.858%
10750	13	0.000%	5417	0.075%	139808	0.001%	91059803	0.857%
10760	11	0.000%	5404	0.075%	118410	0.001%	90919995	0.856%
10770	11	0.000%	5393	0.075%	118513	0.001%	90801585	0.855%
10780	12	0.000%	5382	0.075%	129402	0.001%	90683072	0.854%
10790	14	0.000%	5370	0.075%	151123	0.001%	90553670	0.852%
10800	24	0.000%	5356	0.075%	259316	0.002%	90402547	0.851%
10810	19	0.000%	5332	0.074%	205465	0.002%	90143231	0.849%
10820	11	0.000%	5313	0.074%	119059	0.001%	89937766	0.847%
10830	14	0.000%	5302	0.074%	151690	0.001%	89818707	0.845%
10840	17	0.000%	5288	0.074%	184366	0.002%	89667017	0.844%
10850	9	0.000%	5271	0.073%	97700	0.001%	89482651	0.842%
10860	20	0.000%	5262	0.073%	217315	0.002%	89384951	0.841%
10870	11	0.000%	5242	0.073%	119612	0.001%	89167636	0.839%
10880	16	0.000%	5231	0.073%	174152	0.002%	89048024	0.838%
10890	16	0.000%	5215	0.073%	174300	0.002%	88873872	0.837%
10900	8	0.000%	5199	0.072%	87245	0.001%	88699572	0.835%
10910	13	0.000%	5191	0.072%	141886	0.001%	88612327	0.834%
10920	14	0.000%	5178	0.072%	152967	0.001%	88470441	0.833%
10930	17	0.000%	5164	0.072%	185886	0.002%	88317474	0.831%
10940	13	0.000%	5147	0.072%	142275	0.001%	88131588	0.830%
10950	11	0.000%	5134	0.072%	120507	0.001%	87989313	0.828%
10960	15	0.000%	5123	0.071%	164460	0.002%	87868806	0.827%
10970	9	0.000%	5108	0.071%	98763	0.001%	87704346	0.826%
10980	9	0.000%	5099	0.071%	98852	0.001%	87605583	0.825%
10990	19	0.000%	5090	0.071%	208885	0.002%	87506731	0.824%
11000	10	0.000%	5071	0.071%	110048	0.001%	87297846	0.822%
11010	14	0.000%	5061	0.071%	154187	0.001%	87187798	0.821%
11020	13	0.000%	5047	0.070%	143321	0.001%	87033611	0.819%
11030	14	0.000%	5034	0.070%	154496	0.001%	86890290	0.818%
11040	12	0.000%	5020	0.070%	132543	0.001%	86735794	0.816%
11050	13	0.000%	5008	0.070%	143717	0.001%	86603251	0.815%
11060	16	0.000%	4995	0.070%	177026	0.002%	86459534	0.814%
11070	13	0.000%	4979	0.069%	143953	0.001%	86282508	0.812%
11080	12	0.000%	4966	0.069%	133011	0.001%	86138555	0.811%
11090	20	0.000%	4954	0.069%	221907	0.002%	86005544	0.810%
11100	7	0.000%	4934	0.069%	77723	0.001%	85783637	0.807%
11110	10	0.000%	4927	0.069%	111152	0.001%	85705914	0.807%
11120	7	0.000%	4917	0.068%	77885	0.001%	85594762	0.806%
11130	14	0.000%	4910	0.068%	155879	0.001%	85516877	0.805%
11140	11	0.000%	4896	0.068%	122602	0.001%	85360998	0.803%
11150	6	0.000%	4885	0.068%	66921	0.001%	85238396	0.802%
11160	12	0.000%	4879	0.068%	133971	0.001%	85171475	0.802%
11170	16	0.000%	4867	0.068%	178805	0.002%	85037504	0.800%
11180	18	0.000%	4851	0.068%	201337	0.002%	84858699	0.799%
11190	19	0.000%	4833	0.067%	212715	0.002%	84657362	0.797%
11200	13	0.000%	4814	0.067%	145674	0.001%	84444647	0.795%
11210	12	0.000%	4801	0.067%	134577	0.001%	84298973	0.793%
11220	10	0.000%	4789	0.067%	112253	0.001%	84164396	0.792%
11230	11	0.000%	4779	0.067%	123581	0.001%	84052143	0.791%
11240	21	0.000%	4768	0.066%	236144	0.002%	83928562	0.790%
